"","carat","cut","color","clarity","depth","table","price","x","y","z"
"1348",0.71,"Ideal","G","VS1",62.2,56,2962,5.69,5.72,3.55
"1349",0.82,"Premium","F","SI1",62.4,56,2962,6.01,5.98,3.74
"1350",0.71,"Ideal","E","VS1",62.1,53,2963,5.76,5.73,3.57
"1351",0.91,"Very Good","E","SI2",58.6,63,2963,6.38,6.32,3.72
"1352",0.71,"Very Good","E","VS2",62.9,57,2964,5.68,5.7,3.58
"1353",0.71,"Very Good","E","SI1",62.9,55,2964,5.64,5.68,3.56
"1354",0.71,"Very Good","D","SI1",59.4,59,2964,5.78,5.81,3.44
"1355",0.7,"Good","E","VS1",63.6,58,2964,5.61,5.56,3.55
"1356",0.7,"Fair","E","VS1",64.5,57,2964,5.59,5.55,3.59
"1357",0.75,"Ideal","E","SI1",61.7,56,2964,5.84,5.86,3.61
"1358",0.9,"Fair","F","SI2",65.7,59,2964,6.03,5.99,3.95
"1359",0.9,"Good","F","SI2",64.2,62,2964,6.08,6,3.88
"1360",0.9,"Fair","J","VS1",65.4,60,2964,6.02,5.93,3.91
"1361",0.9,"Premium","J","VS1",62.1,62,2964,6.12,6.05,3.78
"1362",1,"Fair","G","SI1",65.7,54,2964,6.24,6.16,4.07
"1363",1.5,"Fair","H","I1",65.6,54,2964,7.26,7.09,4.7
"1364",1.05,"Premium","E","I1",61.4,58,2964,6.53,6.46,3.99
"1365",0.9,"Fair","J","VS1",64.6,58,2964,6.12,6.06,3.93
"1366",0.71,"Ideal","I","VS1",61.8,56,2965,5.68,5.72,3.52
"1367",0.71,"Ideal","I","VS1",61.6,56,2965,5.71,5.75,3.53
"1368",0.71,"Ideal","I","VS1",61.3,57,2965,5.73,5.76,3.52
"1369",0.71,"Ideal","I","VS1",61.5,56,2965,5.72,5.76,3.52
"1370",0.7,"Ideal","G","SI1",61.7,55,2965,5.7,5.73,3.53
"1371",0.7,"Ideal","G","SI1",60.9,56,2965,5.73,5.79,3.51
"1372",0.73,"Very Good","G","VS2",62.1,59,2966,5.68,5.73,3.54
"1373",0.85,"Very Good","E","SI2",63.1,58,2966,6.02,6,3.79
"1374",0.7,"Ideal","I","VVS1",61.8,56,2966,5.69,5.73,3.53
"1375",0.75,"Ideal","F","SI1",61.2,55,2966,5.87,5.92,3.61
"1376",0.82,"Ideal","F","SI2",60.9,57,2966,6.06,6.02,3.68
"1377",0.7,"Very Good","E","VS1",61.3,56,2967,5.68,5.71,3.49
"1378",0.7,"Very Good","E","VS1",61.5,56,2967,5.69,5.75,3.52
"1379",0.86,"Very Good","G","SI2",62.6,56,2967,6.01,6.07,3.78
"1380",0.79,"Ideal","H","VS2",62,56,2967,5.91,5.93,3.67
"1381",0.31,"Premium","E","SI2",60.8,61,558,4.43,4.39,2.68
"1382",0.31,"Premium","E","SI2",61.2,61,558,4.37,4.36,2.67
"1383",0.31,"Ideal","G","SI2",61.4,55,558,4.39,4.37,2.69
"1384",0.3,"Very Good","H","VVS2",62,56,559,4.28,4.3,2.66
"1385",0.31,"Very Good","G","VS2",62.6,56,559,4.33,4.37,2.72
"1386",0.31,"Very Good","G","VS2",61.4,55,559,4.38,4.41,2.69
"1387",0.31,"Very Good","G","VS2",60.9,57,559,4.37,4.39,2.67
"1388",0.24,"Ideal","G","VVS1",62.4,56,559,3.97,3.99,2.48
"1389",0.24,"Ideal","G","VVS1",62.1,56,559,3.97,4,2.47
"1390",0.24,"Ideal","G","VVS1",62.2,56,559,4,4.04,2.5
"1391",0.24,"Ideal","G","VVS1",62,55,559,4.01,4.03,2.49
"1392",0.24,"Ideal","G","VVS1",62,56,559,3.97,4.01,2.47
"1393",0.32,"Ideal","E","SI1",61.9,55,559,4.4,4.43,2.73
"1394",0.32,"Ideal","E","SI1",61,56,559,4.41,4.45,2.7
"1395",0.24,"Ideal","G","IF",61.7,56,559,3.99,4.01,2.47
"1396",0.24,"Ideal","G","IF",60.8,58,559,4.01,4.05,2.44
"1397",0.24,"Ideal","G","IF",61.8,55,559,3.99,4.02,2.47
"1398",0.24,"Ideal","G","IF",61.6,57,559,3.99,4.02,2.46
"1399",0.24,"Ideal","G","IF",61.3,57,559,4,4.03,2.46
"1400",0.32,"Ideal","G","VS1",62.3,55,559,4.39,4.41,2.74
"1401",0.32,"Ideal","G","VS1",61.8,55,559,4.42,4.45,2.74
"1402",0.25,"Very Good","E","VVS2",62,56,560,4.05,4.08,2.52
"1403",0.25,"Very Good","E","VVS1",61.5,56,560,4.06,4.08,2.5
"1404",0.25,"Very Good","F","IF",61.5,56,560,4.04,4.06,2.48
"1405",0.27,"Very Good","F","IF",60.4,58,560,4.18,4.2,2.53
"1406",0.32,"Ideal","G","VS2",61.6,54,560,4.4,4.43,2.72
"1407",0.36,"Ideal","F","SI1",61.6,56,560,4.57,4.62,2.83
"1408",0.41,"Ideal","I","SI1",61.7,55,561,4.77,4.8,2.95
"1409",0.32,"Premium","H","VS1",60.2,58,561,4.43,4.47,2.68
"1410",0.32,"Ideal","H","VS1",61.5,57,561,4.4,4.42,2.71
"1411",0.75,"Very Good","E","SI1",60.2,60,2968,5.89,5.93,3.56
"1412",0.92,"Premium","H","SI1",59.2,60,2968,6.4,6.35,3.76
"1413",1.13,"Fair","H","I1",64.8,59,2968,6.52,6.42,4.19
"1414",0.71,"Premium","D","VS2",58.7,61,2968,5.88,5.85,3.44
"1415",1.06,"Premium","I","SI2",61.5,57,2968,6.57,6.49,4.02
"1416",0.9,"Ideal","G","SI2",62.4,57,2968,6.16,6.13,3.84
"1417",0.8,"Ideal","G","VS2",61.2,57,2969,6.02,6.07,3.7
"1418",0.52,"Premium","E","VVS2",60.1,58,2970,5.23,5.18,3.13
"1419",0.72,"Very Good","G","VS1",60.6,56,2970,5.84,5.87,3.55
"1420",0.7,"Good","F","VS1",63.8,58,2970,5.58,5.61,3.57
"1421",0.78,"Premium","E","VS2",62.6,57,2970,5.91,5.85,3.68
"1422",0.78,"Ideal","H","VS2",61.6,56,2970,5.94,5.91,3.64
"1423",1.04,"Good","I","SI2",59.9,64,2970,6.51,6.45,3.88
"1424",0.91,"Fair","F","SI1",64.9,57,2971,6.13,6.08,3.96
"1425",0.81,"Very Good","E","SI1",63.8,58,2972,5.85,5.97,3.77
"1426",0.76,"Ideal","G","VS1",59.4,57,2972,5.99,6.03,3.57
"1427",0.7,"Ideal","G","VS1",61.7,56,2972,5.64,5.71,3.5
"1428",0.9,"Very Good","H","SI2",63.1,60,2972,6.14,6.09,3.86
"1429",0.81,"Premium","H","VS1",62.6,58,2972,5.96,5.9,3.71
"1430",0.9,"Very Good","J","SI2",63.3,59,2973,6.08,6.12,3.86
"1431",0.75,"Ideal","G","VS1",62.3,57,2973,5.83,5.86,3.64
"1432",0.77,"Ideal","D","SI2",60.6,56,2973,5.9,5.95,3.59
"1433",0.7,"Ideal","E","VS1",60.5,56,2973,5.74,5.79,3.49
"1434",0.81,"Very Good","E","SI1",59.5,60,2973,6.05,6.09,3.61
"1435",0.7,"Good","E","VS1",59.8,62,2973,5.74,5.8,3.45
"1436",0.82,"Ideal","F","SI1",62.6,57,2974,5.96,6.02,3.75
"1437",0.57,"Ideal","F","IF",61.8,54,2974,5.33,5.35,3.3
"1438",0.9,"Good","H","SI1",64.2,60,2974,6.05,6.02,3.87
"1439",1,"Fair","D","SI2",69.3,58,2974,5.96,5.87,4.1
"1440",0.71,"Ideal","G","VS2",59.5,57,2974,5.81,5.8,3.46
"1441",0.7,"Very Good","F","VS1",62.1,57,2975,5.69,5.72,3.54
"1442",0.7,"Premium","F","VVS2",62.2,58,2975,5.72,5.66,3.54
"1443",0.82,"Very Good","E","SI2",63.3,56,2975,5.99,5.95,3.78
"1444",0.8,"Ideal","F","SI1",62.8,54,2975,5.9,5.97,3.74
"1445",0.83,"Premium","G","SI1",61.6,59,2975,6.02,5.99,3.7
"1446",0.83,"Ideal","H","VS2",61.3,54,2975,6.1,6.06,3.73
"1447",0.77,"Premium","E","SI1",60.4,58,2975,6,5.88,3.59
"1448",0.79,"Ideal","F","SI1",62.5,57,2976,5.88,5.92,3.69
"1449",0.72,"Ideal","E","SI1",61,56,2976,5.82,5.85,3.56
"1450",0.91,"Ideal","I","SI2",63,54,2976,6.17,6.12,3.86
"1451",0.71,"Very Good","G","VVS2",60.8,58,2977,5.75,5.77,3.5
"1452",0.81,"Ideal","F","SI1",61.9,57,2977,5.98,6.01,3.71
"1453",0.76,"Premium","D","VS2",60.9,58,2977,5.9,5.85,3.58
"1454",0.54,"Ideal","F","VVS1",61.6,55,2977,5.28,5.27,3.25
"1455",0.71,"Ideal","G","VVS2",62.5,58,2978,5.7,5.73,3.57
"1456",0.7,"Ideal","E","VS1",61.3,54,2978,5.77,5.83,3.54
"1457",0.8,"Ideal","E","SI2",61,55,2978,6,6.03,3.67
"1458",0.76,"Ideal","E","SI2",62.1,56,2978,5.85,5.88,3.64
"1459",0.72,"Ideal","H","VVS1",59.9,59,2979,5.76,5.82,3.47
"1460",0.7,"Ideal","E","VS2",61.7,56,2979,5.74,5.71,3.53
"1461",0.86,"Premium","F","SI2",61.8,58,2980,6.12,6.15,3.79
"1462",0.7,"Ideal","E","VS2",61.5,57,2980,5.67,5.78,3.52
"1463",0.7,"Good","D","SI1",61.3,61,2980,5.63,5.69,3.47
"1464",0.64,"Good","F","IF",58.6,61,2980,5.69,5.71,3.34
"1465",0.7,"Ideal","E","VS2",62.2,55,2981,5.67,5.71,3.54
"1466",0.91,"Premium","I","SI2",60.2,59,2981,6.29,6.24,3.77
"1467",0.91,"Ideal","I","SI2",61.6,57,2981,6.24,6.23,3.84
"1468",0.9,"Good","E","SI2",58.7,63,2982,6.2,6.23,3.65
"1469",0.71,"Ideal","G","VVS1",61.7,57,2982,5.7,5.75,3.53
"1470",0.9,"Fair","E","SI2",65.8,59,2982,6.03,5.98,3.95
"1471",0.71,"Ideal","E","VS2",59.5,57,2982,5.86,5.83,3.48
"1472",0.71,"Very Good","G","VS1",60.8,63,2982,5.76,5.68,3.48
"1473",0.71,"Premium","E","VS2",62.6,58,2982,5.72,5.68,3.57
"1474",0.74,"Ideal","E","VS2",62.7,54,2984,5.8,5.77,3.63
"1475",0.9,"Very Good","J","VS2",63.1,57,2984,6.12,6.06,3.84
"1476",1,"Premium","G","I1",62.5,62,2984,6.42,6.35,3.99
"1477",0.7,"Very Good","D","VS2",63.1,56,2985,5.62,5.69,3.57
"1478",0.75,"Ideal","E","SI1",62.2,57,2985,5.82,5.86,3.63
"1479",0.82,"Premium","H","VS1",62.3,60,2985,5.97,5.94,3.71
"1480",0.77,"Very Good","G","VS1",62.8,58,2986,5.78,5.84,3.65
"1481",0.8,"Ideal","I","VS1",61.9,54.1,2986,5.92,5.98,3.69
"1482",0.82,"Ideal","I","VS1",61.6,57,2986,6,6.05,3.71
"1483",0.84,"Ideal","G","SI2",62,56,2986,6.02,6.05,3.74
"1484",0.7,"Ideal","G","VS1",61.3,59,2987,5.68,5.7,3.49
"1485",0.74,"Ideal","D","SI1",61.5,56,2987,5.8,5.84,3.58
"1486",0.77,"Premium","E","SI1",61.7,58,2988,5.86,5.9,3.63
"1487",0.6,"Very Good","F","IF",60.1,54,2988,5.5,5.58,3.33
"1488",1.03,"Very Good","G","I1",63.2,58,2988,6.44,6.34,4.04
"1489",0.76,"Ideal","I","IF",61.6,55,2988,5.92,5.89,3.64
"1490",0.72,"Ideal","F","VS2",62.1,54,2989,5.76,5.8,3.59
"1491",0.83,"Premium","D","SI1",61.3,58,2990,6.03,6,3.69
"1492",0.76,"Very Good","G","VS2",62.1,54,2990,5.88,5.94,3.67
"1493",0.72,"Very Good","E","VS2",62.9,57,2990,5.68,5.73,3.59
"1494",0.57,"Good","E","VVS1",59.1,65,2990,5.34,5.43,3.18
"1495",0.75,"Ideal","G","VS2",60.6,55,2991,5.91,5.93,3.59
"1496",0.7,"Ideal","D","VS2",60.3,60,2991,5.71,5.76,3.46
"1497",0.7,"Very Good","E","VS2",62.8,56,2992,5.66,5.68,3.56
"1498",0.75,"Ideal","H","VVS2",62,55.1,2992,5.83,5.85,3.62
"1499",1.06,"Fair","J","SI2",61,66,2992,6.54,6.35,3.93
"1500",0.69,"Very Good","F","VVS2",61.5,60,2993,5.64,5.67,3.48
"1501",0.87,"Very Good","H","SI2",61,56,2993,6.15,6.19,3.77
"1502",0.75,"Very Good","E","SI1",63.6,56,2993,5.73,5.75,3.65
"1503",0.7,"Ideal","G","VVS2",63,55,2993,5.65,5.69,3.57
"1504",0.7,"Ideal","F","VS1",62.4,55,2993,5.65,5.7,3.54
"1505",0.75,"Ideal","E","SI1",61.1,57,2993,5.83,5.86,3.57
"1506",0.72,"Ideal","D","SI1",61.1,59,2993,5.76,5.8,3.53
"1507",1.01,"Fair","G","SI1",65.1,57,2993,6.27,6.22,4.07
"1508",0.71,"Very Good","F","VS2",59.6,56,2994,5.84,5.88,3.49
"1509",0.71,"Very Good","G","VS1",59.3,55,2994,5.88,5.95,3.51
"1510",0.81,"Very Good","G","VS2",63.1,58,2994,5.88,5.84,3.7
"1511",1.24,"Premium","J","I1",61.9,55,2994,6.92,6.85,4.26
"1512",0.81,"Premium","G","VS2",62,58,2994,5.95,5.92,3.68
"1513",0.81,"Premium","D","SI2",61.7,58,2994,5.97,5.93,3.67
"1514",0.73,"Ideal","D","SI1",61.4,56,2995,5.78,5.82,3.56
"1515",0.7,"Ideal","G","VS1",60.9,56,2995,5.76,5.8,3.52
"1516",0.91,"Fair","F","SI2",65.3,51,2996,6.05,5.98,3.93
"1517",0.88,"Very Good","I","VS1",63.3,55,2996,6.11,6.06,3.85
"1518",0.77,"Ideal","D","SI1",61.4,56,2996,5.9,5.93,3.63
"1519",0.74,"Ideal","I","VS2",61.9,55,2997,5.8,5.83,3.6
"1520",0.72,"Ideal","H","SI1",61.1,56,2997,5.78,5.8,3.54
"1521",0.7,"Ideal","D","VS2",62.8,57,2998,5.69,5.75,3.59
"1522",0.72,"Ideal","H","VS1",61.4,56,2998,5.79,5.81,3.56
"1523",0.7,"Ideal","F","VS1",61.6,57,2998,5.7,5.73,3.52
"1524",1.01,"Fair","J","VVS2",66,56,2998,6.29,6.22,4.13
"1525",0.85,"Fair","G","VS1",57.7,67,2998,6.26,6.19,3.59
"1526",0.7,"Very Good","D","VS2",59.7,59,2999,5.82,5.78,3.46
"1527",0.73,"Very Good","G","VS1",62.4,58.1,2999,5.71,5.75,3.58
"1528",1.02,"Fair","H","I1",61.5,60,2999,6.4,6.34,3.92
"1529",0.87,"Premium","F","SI2",61.6,58,2999,6.14,6.1,3.77
"1530",0.71,"Ideal","F","SI1",61.9,56,2999,5.69,5.74,3.54
"1531",0.7,"Premium","G","VVS2",60.6,60,2999,5.77,5.69,3.47
"1532",0.74,"Premium","E","VS1",62.7,58,2999,5.83,5.74,3.63
"1533",0.74,"Premium","E","VS1",60.9,62,2999,5.83,5.8,3.54
"1534",0.7,"Premium","G","VVS2",60.2,61,2999,5.74,5.66,3.43
"1535",0.77,"Ideal","E","SI1",62.5,56,3000,5.87,5.91,3.68
"1536",0.93,"Good","J","VS2",63.6,61,3000,6.16,6.08,3.89
"1537",0.9,"Premium","I","SI2",60.6,60,3001,6.23,6.28,3.79
"1538",0.9,"Very Good","I","SI2",62.5,58,3001,6.1,6.15,3.83
"1539",0.9,"Ideal","I","SI2",62,56,3001,6.16,6.2,3.83
"1540",0.72,"Very Good","D","SI1",61.5,58,3001,5.74,5.78,3.54
"1541",0.7,"Premium","D","VS1",61.6,61,3001,5.66,5.61,3.47
"1542",0.7,"Good","D","VS1",63.6,60,3001,5.61,5.52,3.54
"1543",0.7,"Very Good","D","VS1",63.4,59,3001,5.58,5.55,3.53
"1544",0.6,"Ideal","G","VVS1",62.1,56,3001,5.42,5.43,3.37
"1545",0.75,"Very Good","H","VVS2",60.6,57,3002,5.86,5.89,3.56
"1546",0.83,"Very Good","E","SI1",62.1,58,3002,6.01,6.04,3.74
"1547",0.77,"Very Good","E","SI2",60.4,58,3002,5.91,5.95,3.58
"1548",0.71,"Premium","D","VS2",62.1,60,3002,5.68,5.72,3.54
"1549",0.89,"Good","H","SI2",63.3,59,3002,6.04,6.09,3.84
"1550",0.72,"Good","F","VS1",63.8,58,3002,5.68,5.63,3.61
"1551",0.72,"Ideal","G","VVS2",61.6,55,3002,5.78,5.77,3.56
"1552",0.8,"Premium","G","VS2",60.6,59,3002,6.02,5.97,3.63
"1553",0.73,"Fair","F","VS1",58.6,66,3002,5.92,5.88,3.46
"1554",0.76,"Ideal","E","SI1",61.5,56,3003,5.89,5.91,3.63
"1555",1.01,"Fair","D","SI2",64.6,56,3003,6.31,6.24,4.05
"1556",0.65,"Premium","D","VVS2",59.9,58,3003,5.69,5.63,3.39
"1557",0.81,"Premium","F","SI1",61.9,58,3004,5.99,5.96,3.7
"1558",0.81,"Ideal","F","SI1",61.8,55,3004,6.04,6,3.72
"1559",0.7,"Ideal","H","VS1",61.7,55,3004,5.69,5.72,3.52
"1560",0.61,"Ideal","E","VS1",61.3,54,3004,5.53,5.5,3.38
"1561",0.78,"Ideal","G","SI1",60.6,57,3004,5.95,5.97,3.61
"1562",0.72,"Ideal","F","SI1",62.3,56,3004,5.77,5.79,3.6
"1563",0.92,"Premium","D","SI2",60.2,61,3004,6.32,6.27,3.79
"1564",0.75,"Very Good","E","SI1",61.1,59,3005,5.85,5.9,3.59
"1565",0.55,"Ideal","F","VVS1",61.2,54,3005,5.3,5.35,3.26
"1566",0.8,"Very Good","H","SI1",63,57,3005,5.89,5.95,3.73
"1567",0.72,"Ideal","I","VS1",60.4,56,3005,5.8,5.86,3.52
"1568",0.73,"Ideal","H","VVS1",61.6,57,3005,5.81,5.78,3.57
"1569",0.91,"Very Good","I","SI2",63.4,58,3006,6.08,6.12,3.87
"1570",0.91,"Very Good","G","SI2",62.8,59,3006,6.09,6.14,3.84
"1571",0.71,"Premium","E","VS1",61.1,58,3006,5.8,5.76,3.53
"1572",0.71,"Very Good","E","VS1",63.2,60,3006,5.63,5.6,3.55
"1573",0.55,"Premium","D","VVS1",60.3,59,3006,5.34,5.3,3.21
"1574",0.71,"Ideal","I","VVS2",60.7,57,3007,5.76,5.8,3.51
"1575",0.71,"Ideal","I","VVS2",60.4,57,3007,5.78,5.81,3.5
"1576",0.7,"Premium","E","VVS2",62.7,53,3007,5.65,5.61,3.53
"1577",0.71,"Ideal","G","SI1",61.3,55,3007,5.73,5.79,3.53
"1578",0.71,"Ideal","G","SI1",61.6,55,3007,5.72,5.78,3.54
"1579",0.71,"Ideal","G","SI1",61.9,56,3007,5.73,5.76,3.55
"1580",0.71,"Ideal","G","SI1",61.6,57,3007,5.73,5.76,3.54
"1581",0.71,"Ideal","G","SI1",61.4,56,3007,5.72,5.77,3.53
"1582",0.76,"Ideal","D","SI1",61.2,57,3007,5.88,5.91,3.61
"1583",0.91,"Very Good","F","SI1",63.1,60,3007,6.13,6.1,3.86
"1584",0.7,"Very Good","D","VS1",60.4,58,3008,5.71,5.78,3.47
"1585",0.61,"Ideal","G","VVS1",61.2,56,3008,5.46,5.48,3.35
"1586",0.7,"Ideal","F","VS2",61.3,57,3008,5.7,5.76,3.51
"1587",0.82,"Premium","H","VS1",62.5,59,3008,5.96,5.94,3.72
"1588",0.71,"Very Good","E","VS1",63.7,58,3009,5.63,5.68,3.6
"1589",0.71,"Very Good","E","VS1",62.1,57,3009,5.67,5.69,3.53
"1590",0.71,"Very Good","E","VS1",63.4,58,3009,5.64,5.68,3.59
"1591",0.74,"Very Good","E","SI1",61.3,58,3009,5.8,5.84,3.57
"1592",0.83,"Ideal","F","SI1",62.1,57,3010,6,6.02,3.73
"1593",0.83,"Very Good","F","SI1",62.1,58,3010,5.98,6.06,3.74
"1594",0.8,"Ideal","I","VS1",60.7,59,3010,5.98,6.02,3.64
"1595",0.8,"Ideal","D","SI1",62.2,57,3011,5.89,5.85,3.65
"1596",0.73,"Very Good","G","VS1",60.7,55,3011,5.87,5.89,3.57
"1597",1,"Very Good","G","I1",62.5,62,3011,6.42,6.35,3.99
"1598",1.2,"Fair","J","I1",64.9,59,3011,6.61,6.54,4.27
"1599",1.2,"Fair","I","I1",62.2,66,3011,6.77,6.7,4.2
"1600",1.2,"Fair","I","I1",66.2,55,3011,6.61,6.51,4.34
"1601",0.61,"Ideal","E","VVS2",62,54,3011,5.43,5.47,3.38
"1602",0.7,"Ideal","F","VS2",61.9,55,3011,5.7,5.74,3.54
"1603",0.7,"Ideal","F","VS2",61.8,57,3011,5.67,5.75,3.53
"1604",0.7,"Ideal","F","VS2",62.7,55,3011,5.66,5.69,3.56
"1605",0.7,"Ideal","F","VS2",61.4,58,3011,5.7,5.73,3.51
"1606",0.77,"Ideal","D","SI2",62.3,55,3011,5.9,5.85,3.66
"1607",0.75,"Ideal","H","SI1",61.9,55,3011,5.82,5.85,3.61
"1608",0.75,"Ideal","H","SI1",61.9,56,3011,5.81,5.85,3.61
"1609",1,"Fair","E","SI2",55.4,62,3011,6.63,6.59,3.66
"1610",0.78,"Very Good","G","VS2",61.3,60,3012,5.89,5.96,3.63
"1611",0.82,"Ideal","E","SI2",62.2,57,3012,6,5.97,3.72
"1612",0.72,"Ideal","G","VS2",61.7,56,3012,5.74,5.78,3.55
"1613",0.72,"Ideal","E","SI1",61,57,3012,5.77,5.8,3.53
"1614",0.72,"Ideal","E","SI1",60.3,55,3012,5.85,5.89,3.54
"1615",0.8,"Very Good","F","SI1",63.9,56,3013,5.84,5.87,3.74
"1616",0.75,"Premium","F","VS2",61.6,58,3013,5.84,5.89,3.61
"1617",0.71,"Very Good","F","VS1",62.1,53,3013,5.7,5.77,3.56
"1618",0.71,"Ideal","F","VS1",61.1,57,3013,5.76,5.82,3.54
"1619",0.81,"Ideal","E","SI2",61.8,56,3013,6,5.97,3.7
"1620",0.81,"Ideal","E","SI2",60.1,57,3013,6.07,6.1,3.66
"1621",0.9,"Premium","D","SI1",62.2,60,3013,6.08,6.05,3.77
"1622",0.78,"Ideal","E","SI1",62.7,55,3014,5.9,5.87,3.69
"1623",0.71,"Ideal","H","VVS1",61.8,56,3014,5.7,5.75,3.54
"1624",0.73,"Very Good","D","SI1",60.8,59,3014,5.8,5.85,3.54
"1625",1.01,"Premium","G","I1",61.1,61,3014,6.49,6.35,3.92
"1626",0.9,"Good","G","SI2",63.7,62,3014,6.07,6.01,3.85
"1627",0.84,"Very Good","G","SI2",62.8,57,3015,6,6.04,3.78
"1628",0.91,"Very Good","E","SI2",58.6,63,3015,6.32,6.38,3.72
"1629",0.78,"Ideal","H","VVS2",61.7,55,3015,5.9,5.94,3.65
"1630",0.81,"Ideal","E","SI2",61,56,3015,5.99,6.05,3.67
"1631",0.72,"Very Good","D","VS2",62.1,59,3016,5.7,5.73,3.55
"1632",0.7,"Premium","E","VS1",61.8,58,3016,5.71,5.75,3.54
"1633",0.7,"Ideal","E","VS1",62.7,57,3016,5.65,5.7,3.56
"1634",0.9,"Good","F","SI2",64.2,62,3016,6,6.08,3.88
"1635",0.76,"Ideal","H","VS2",61.9,55,3016,5.85,5.88,3.64
"1636",0.96,"Premium","E","SI2",62.8,60,3016,6.3,6.24,3.94
"1637",0.9,"Ideal","H","SI2",62.8,55,3016,6.18,6.11,3.86
"1638",0.7,"Very Good","G","VS1",60.1,60,3017,5.73,5.76,3.45
"1639",0.71,"Very Good","F","VS1",61.8,60,3017,5.66,5.7,3.51
"1640",1.12,"Premium","G","I1",60.3,60,3017,6.75,6.69,4.05
"1641",0.7,"Ideal","G","VS1",61.1,56,3017,5.72,5.74,3.5
"1642",0.5,"Good","D","VVS2",62.4,64,3017,5.03,5.06,3.14
"1643",1.12,"Very Good","G","I1",61.2,63,3017,6.68,6.59,4.05
"1644",0.7,"Good","F","VVS1",63.2,58,3018,5.58,5.62,3.54
"1645",1.03,"Very Good","G","I1",60.8,57,3018,6.51,6.55,3.97
"1646",0.7,"Premium","F","VVS2",62.5,59,3018,5.68,5.61,3.53
"1647",0.71,"Ideal","F","VVS2",62.6,56,3018,5.7,5.65,3.55
"1648",0.72,"Ideal","H","VS2",61.2,57,3018,5.79,5.77,3.54
"1649",0.7,"Good","E","VS1",60.2,61,3018,5.71,5.75,3.45
"1650",1.02,"Very Good","F","SI2",63.3,56,3018,6.38,6.31,4.02
"1651",0.77,"Premium","F","VS2",62.4,59,3018,5.85,5.81,3.64
"1652",0.7,"Premium","F","VVS2",62.2,56,3018,5.72,5.63,3.53
"1653",0.93,"Premium","G","SI2",61.4,56,3019,6.27,6.23,3.84
"1654",0.78,"Premium","D","SI1",60.4,57,3019,6.02,5.97,3.62
"1655",0.71,"Ideal","D","VS2",60.4,53,3020,5.81,5.85,3.52
"1656",0.73,"Very Good","F","SI1",61.3,56,3023,5.78,5.84,3.56
"1657",0.65,"Ideal","E","VVS2",62.1,57,3023,5.55,5.6,3.46
"1658",0.85,"Ideal","G","SI1",61.6,55,3023,6.09,6.11,3.76
"1659",0.9,"Good","H","SI2",63.1,60,3024,6.09,6.14,3.86
"1660",0.9,"Good","H","SI2",63.1,55,3024,6.08,6.13,3.85
"1661",0.75,"Premium","E","VS2",62.1,57,3024,5.9,5.79,3.63
"1662",0.9,"Very Good","J","VS2",63.1,59,3024,6.09,6.05,3.83
"1663",0.9,"Good","J","VS2",63.9,58,3024,6.15,6.08,3.91
"1664",0.72,"Premium","E","VS2",60.4,61,3024,5.79,5.76,3.49
"1665",0.9,"Fair","H","SI1",65.6,57,3024,6.04,6.01,3.95
"1666",0.72,"Premium","E","VS2",62.5,59,3024,5.73,5.7,3.57
"1667",0.75,"Good","D","SI1",63.6,58,3024,5.77,5.65,3.63
"1668",0.75,"Premium","E","SI1",61.7,60,3024,5.84,5.8,3.59
"1669",0.72,"Very Good","G","VS1",60.1,63,3024,5.86,5.82,3.51
"1670",0.75,"Premium","D","SI1",59.2,58,3024,5.96,5.93,3.52
"1671",0.65,"Very Good","D","VVS2",57.7,60,3025,5.69,5.74,3.3
"1672",0.7,"Very Good","G","VS2",61.8,55,3026,5.69,5.74,3.53
"1673",0.59,"Ideal","E","VVS2",61.8,57,3026,5.35,5.4,3.32
"1674",0.71,"Ideal","E","VS2",62.3,56,3026,5.7,5.73,3.56
"1675",0.83,"Ideal","H","VS2",61.3,54,3027,6.06,6.1,3.73
"1676",1.02,"Fair","J","SI1",66.8,55,3027,6.25,6.18,4.15
"1677",1,"Fair","G","SI2",64.9,57,3027,6.29,6.2,4.05
"1678",1.02,"Premium","G","SI2",61.7,58,3027,6.46,6.41,3.97
"1679",0.77,"Good","H","VVS2",57.9,61,3027,6.07,6.01,3.5
"1680",0.7,"Very Good","F","VVS2",58.5,60,3028,5.82,5.94,3.44
"1681",0.8,"Ideal","H","VS2",62.1,54,3030,5.96,5.99,3.71
"1682",0.74,"Ideal","H","VS1",61.6,55,3030,5.79,5.83,3.58
"1683",0.77,"Fair","F","VS1",66.8,57,3031,5.66,5.76,3.82
"1684",0.72,"Premium","G","VS1",58.9,58,3032,5.93,5.85,3.47
"1685",1.01,"Good","E","I1",63.8,57,3032,6.4,6.33,4.06
"1686",1.01,"Very Good","H","SI2",63.5,55,3032,6.32,6.27,4
"1687",0.55,"Ideal","F","VVS1",61.2,54,3032,5.35,5.3,3.26
"1688",0.71,"Very Good","D","VS2",63,57,3033,5.67,5.7,3.58
"1689",0.73,"Ideal","G","VS1",61.6,57,3033,5.76,5.79,3.56
"1690",0.76,"Ideal","E","SI1",62.5,57,3033,5.8,5.82,3.63
"1691",0.52,"Ideal","E","IF",61.1,57,3033,5.17,5.21,3.17
"1692",0.7,"Good","D","VS2",64.1,59,3033,5.56,5.49,3.54
"1693",0.7,"Very Good","D","VS2",63.2,60,3033,5.61,5.56,3.53
